"ST","STATE","ST_ABBR","STCNTY","COUNTY.x","FIPS","LOCATION","AREA_SQMI","E_TOTPOP.x","M_TOTPOP.x","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP.x","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP.x","MP_NOHSDP","EP_UNINSUR.x","MP_UNINSUR","EP_AGE65.x","MP_AGE65","EP_AGE17.x","MP_AGE17","EP_DISABL.x","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG.x","MP_LIMENG","EP_MINRTY.x","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE.x","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ.x","MP_GROUPQ","EPL_POV150","EPL_UNEMP.x","EPL_HBURD","EPL_NOHSDP.x","EPL_UNINSUR.x","SPL_THEME1","RPL_THEME1","EPL_AGE65.x","EPL_AGE17.x","EPL_DISABL.x","EPL_SNGPNT","EPL_LIMENG.x","SPL_THEME2","RPL_THEME2","EPL_MINRTY.x","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE.x","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ.x","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP.x","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT.x","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","Unique
Record
Serial
Number","Classification","Address","City","State","Country","Concatenated_Address","Latitude","Longitude","Facility_Type","Facility_Status","Facility_Code","V13"," Ground
Square
Feet"," Mezzanine
Square 
Feet"," Total Working
Square 
Feet","Zip","Nearest 
Major
Metro Market","Year","GEOID.x","closest_fips","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID.y","NAME","COUNTY.y","StateAbbr","StateDesc","Location","E_TOTPOP.y","M_TOTPOP.y","E_DAYPOP.y","SPL_EJI","RPL_EJI","SPL_SER","RPL_SER","EPL_OZONE","EPL_PM","EPL_DSLPM","EPL_TOTCR","SPL_EBM_THEME1","RPL_EBM_DOM1","EPL_NPL","EPL_TRI","EPL_TSD","EPL_RMP","EPL_COAL","EPL_LEAD","SPL_EBM_THEME2","RPL_EBM_DOM2","EPL_PARK","EPL_HOUAGE","EPL_WLKIND","SPL_EBM_THEME3","RPL_EBM_DOM3","EPL_RAIL","EPL_ROAD","EPL_AIRPRT","SPL_EBM_THEME4","RPL_EBM_DOM4","EPL_IMPWTR","SPL_EBM_THEME5","RPL_EBM_DOM5","SPL_EBM","RPL_EBM","EPL_MINRTY.y","SPL_SVM_DOM1","RPL_SVM_DOM1","EPL_POV200","EPL_NOHSDP.y","EPL_UNEMP.y","EPL_RENTER","EPL_HOUBDN","EPL_UNINSUR.y","EPL_NOINT","SPL_SVM_DOM2","RPL_SVM_DOM2","EPL_AGE65.y","EPL_AGE17.y","EPL_DISABL.y","EPL_LIMENG.y","SPL_SVM_DOM3","RPL_SVM_DOM3","EPL_MOBILE.y","EPL_GROUPQ.y","SPL_SVM_DOM4","RPL_SVM_DOM4","SPL_SVM","RPL_SVM","F_BPHIGH","F_ASTHMA","F_CANCER","F_MHLTH","F_DIABETES","F_HVM","RPL_HVM","E_OZONE","E_PM","E_DSLPM","E_TOTCR","E_NPL","E_TRI","E_TSD","E_RMP","E_COAL","E_LEAD","E_PARK","E_HOUAGE","E_WLKIND","E_RAIL","E_ROAD","E_AIRPRT","E_IMPWTR","EP_MINRTY.y","EP_POV200","EP_NOHSDP.y","EP_UNEMP.y","EP_RENTER","EP_HOUBDN","EP_UNINSUR.y","EP_NOINT.y","EP_AGE65.y","EP_AGE17.y","EP_DISABL.y","EP_LIMENG.y","EP_MOBILE.y","EP_GROUPQ.y","EP_BPHIGH","EP_ASTHMA","EP_CANCER","EP_MHLTH","EP_DIABETES","EPL_BPHIGH","EPL_ASTHMA","EPL_CANCER","EPL_DIABETES","EPL_MHLTH"
23,"Maine","ME",23005,"Cumberland County",23005017306,"Census Tract 173.06; Cumberland County; Maine",20.305203794316,5040,746,1867,357,1829,335,457,325,63,111,241,115,23,36,674,670,601,154,1091,203,436,183,42,51,0,60,600,1038,0,21,0,15,10,21,46,56,3,8,9.1,6.3,2,3.3,13.2,5.8,0.6,1,13.4,12,11.9,3.7,21.6,4.5,8.7,4,2.3,2.8,0,1.2,11.9,20.5,0,1.1,0,1.5,0.5,1.1,2.5,3.3,0.1,0.2,0.2013,0.1698,0.1195,0.0251,0.796,1.3117,0.1624,0.259,0.4975,0.22,0.2216,0,1.1981,0.0332,0.1973,0.1973,0.1973,0,0,0.2792,0.302,0.3692,0.9504,0.076,3.6575,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,84,67,51,68,73,60,87,91,99,113,0,15,290,256,0,15,4.6,3.9,1,1.3,1.4,1.2,1.7,1.8,2,2.3,0,0.5,5.8,4.7,0,0.5,1011075,"Warehouse","Running Hill Road West of Cummings Road","Scarborough","Maine","USA","Running Hill Road West of Cummings Road, Scarborough, Maine 04106",43.629258,-70.355013,"D","New Not Confirmed","","","140,000","-","140,000","4106","Portland","2024",23005017306,23005017304,23,5,17304,"1400000US23005017304",23005017304,173.04,"Cumberland","ME","Maine","Census Tract 173.04, Cumberland County, Maine",6005,362,6488,0.4572,0.079,0.2572,0.0424,0,0.1229,0.279,0.1347,0.5366,0.0717,0,0.4951,0,0,0,0,0.4951,0.3213,0.6642,0.373,0.6858,1.723,0.6329,0.5493,0.3853,0,0.9346,0.4527,0.1844,0.1844,0.1844,3.8737,0.0942,0.175,0.175,0.175,0.1118,0.1428,0.0311,0.3944,0.2557,0.0848,0.4188,1.4394,0.1042,0.9621,0.1121,0.4962,0,1.5704,0.1762,0.4558,0.9006,1.3564,0.8013,4.5412,0.163,0,0,1,0,0,1,0.2,0,6.99,0.25,22.03,0,13.8,0,0,0,0,30,50.55,6.92,46.31,29.23,0,5.12,8.6,10.8415,3.5,1,25.5,19.5914,1.9,14.2,30.9,14.4,12.5,0,0.5,4.8,32,9.6,10.2,9.8,8.9,0.5055,0.4568,0.9747,0.2668,0.0724
24,"Maryland","MD",24003,"Anne Arundel County",24003730102,"Census Tract 7301.02; Anne Arundel County; Maryland",7.513258432316,11619,1218,4381,352,4366,351,1038,649,346,156,535,249,274,188,428,399,599,155,2683,628,831,421,275,184,153,191,5680,1529,348,214,0,21,76,89,63,59,23,3,8.9,5.5,4.6,1.8,12.3,5.6,3.6,2.4,3.8,3.5,5.2,1.4,23.1,4.5,7.3,3.4,6.3,4.2,1.4,1.8,48.9,12.1,7.9,4.8,0,0.9,1.7,2,1.4,1.4,0.2,0,0.1949,0.4994,0.0967,0.1972,0.2682,1.2564,0.1488,0.0402,0.5942,0.1362,0.6033,0.5229,1.8968,0.1769,0.6511,0.6511,0.6511,0.5967,0,0.4919,0.1834,0.4424,1.7144,0.2683,5.5187,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8472,95,79,3081,1025,1065,703,730,450,0,21,0,21,804,683,0,21,2.2,1.8,26.5,7.7,9.2,6.1,6.3,3.9,0,0.3,0,0.3,6.9,5.6,0,0.3,4083318,"Warehouse","7659 Solley Rd","Glen Burnie","Maryland","USA","7659 Solley Rd, Glen Burnie, Maryland 21060-8326",39.169468,-76.553695,"D","Existing","DLD1","D","340,000","-","340,000","21060-8326","Baltimore","2020",24003730102,24003730100,24,3,730100,"1400000US24003730100",24003730100,7301,"Anne Arundel","MD","Maryland","Census Tract 7301, Anne Arundel County, Maryland",12585,746,7530,1.0097,0.3602,1.0097,0.5264,0.9488,0.6689,0.7215,0.506,2.8452,0.8036,0.9515,0.6766,0.9598,0.8703,0,0,3.4582,0.9924,0.5817,0.1246,0.463,1.1693,0.1657,0.5843,0.3074,0,0.8917,0.4348,0.7495,0.7495,0.7494,9.1139,0.9704,0.4639,0.4639,0.4639,0.0569,0.3465,0.2569,0.1099,0.0786,0.0709,0.074,0.9937,0.0485,0.1481,0.4278,0.1692,0.4935,1.2386,0.0678,0,0.5072,0.5072,0.2492,3.2034,0.0393,0,0,0,0,0,0,0,6.67,9.64,0.6,31.23,10.62,55.12,25.22,36.76,0,0,54.91,21.63,9.72,54.7,17.27,0,89.88,26.7,7.5163,6.9,3.1,11.5,13.9574,1.7,4.5,9.2,21.1,7.9,1.3,0,0.3,26.7,8.9,6.2,11.7,8.2,0.2035,0.2567,0.3868,0.1841,0.238
24,"Maryland","MD",24003,"Anne Arundel County",24003751200,"Census Tract 7512; Anne Arundel County; Maryland",9.91438700181,5061,866,2469,248,2070,257,323,137,61,38,354,131,223,109,128,106,717,147,919,389,422,123,58,30,5,74,1344,1162,761,149,36,54,8,22,57,39,33,5,6.4,2.5,2,1.3,17.1,6,6.1,3,2.6,2.1,14.2,3.3,18.2,5.3,8.6,2.9,2.8,1.4,0.1,1.6,26.6,22.5,30.8,5.2,1.5,2.2,0.4,0.9,2.8,1.9,0.7,0.2,0.1133,0.1698,0.2413,0.3612,0.1645,1.0501,0.1025,0.3797,0.2912,0.2137,0.2742,0.229,1.3878,0.0518,0.4244,0.4244,0.4244,0.8647,0.5806,0.2644,0.3337,0.6376,2.681,0.6759,5.5433,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43606,182,184,543,283,337,248,200,115,0,19,0,19,264,161,0,19,8.8,8,10.7,5.2,6.7,4.8,4,2.2,0,0.8,0,0.8,5.2,3.2,0,0.8,3618529,"Warehouse","7021 Dorsey Road","Hanover","Maryland","USA","7021 Dorsey Road, Hanover, Maryland 21076-1553",39.170933,-76.724959,"D","Existing","DBA8","D","200,288","-","200,288","21076-1553","Baltimore","2020",24003751200,24003751200,24,3,751200,"1400000US24003751200",24003751200,7512,"Anne Arundel","MD","Maryland","Census Tract 7512, Anne Arundel County, Maryland",4802,444,35785,1.2727,0.51,1.0727,0.5744,0.7884,0.7075,0.8637,0.7164,3.076,0.8711,0.9553,0.7832,0,0,0,0,1.7385,0.8383,0.4429,0.4447,0.4493,1.3369,0.2916,0.7375,0.6729,0.9621,2.3725,0.9799,0.8356,0.8356,0.8356,9.3595,0.9789,0.3125,0.3125,0.3125,0.0874,0.3044,0.1993,0.6201,0.5124,0.1149,0.1662,2.0047,0.1953,0.3684,0.2205,0.41,0,0.9989,0.0362,0,0.5876,0.5876,0.316,3.9037,0.0938,0,0,1,0,0,1,0.2,3,9.82,0.82,36.23,13.65,86.84,0,0,0,0,94.27,56.74,10,93.79,89.52,42.5,98.88,16.1,9.4521,6.2,2.7,39.9,26.6012,2.3,7.4,13.5,17.7,11.3,0,0,0.5,33.1,8.6,8.5,10.6,9.7,0.5714,0.182,0.8794,0.3693,0.1297
24,"Maryland","MD",24003,"Anne Arundel County",24003751200,"Census Tract 7512; Anne Arundel County; Maryland",9.91438700181,5061,866,2469,248,2070,257,323,137,61,38,354,131,223,109,128,106,717,147,919,389,422,123,58,30,5,74,1344,1162,761,149,36,54,8,22,57,39,33,5,6.4,2.5,2,1.3,17.1,6,6.1,3,2.6,2.1,14.2,3.3,18.2,5.3,8.6,2.9,2.8,1.4,0.1,1.6,26.6,22.5,30.8,5.2,1.5,2.2,0.4,0.9,2.8,1.9,0.7,0.2,0.1133,0.1698,0.2413,0.3612,0.1645,1.0501,0.1025,0.3797,0.2912,0.2137,0.2742,0.229,1.3878,0.0518,0.4244,0.4244,0.4244,0.8647,0.5806,0.2644,0.3337,0.6376,2.681,0.6759,5.5433,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43606,182,184,543,283,337,248,200,115,0,19,0,19,264,161,0,19,8.8,8,10.7,5.2,6.7,4.8,4,2.2,0,0.8,0,0.8,5.2,3.2,0,0.8,7998525,"Warehouse","7226 Preston Gateway Drive","Hanover","Maryland","USA","7226 Preston Gateway Drive, Hanover, Maryland 21076",39.179834,-76.716367,"D","Existing","DMD6","D","194,000","-","194,000","21076","Baltimore","2021",24003751200,24003751200,24,3,751200,"1400000US24003751200",24003751200,7512,"Anne Arundel","MD","Maryland","Census Tract 7512, Anne Arundel County, Maryland",4802,444,35785,1.2727,0.51,1.0727,0.5744,0.7884,0.7075,0.8637,0.7164,3.076,0.8711,0.9553,0.7832,0,0,0,0,1.7385,0.8383,0.4429,0.4447,0.4493,1.3369,0.2916,0.7375,0.6729,0.9621,2.3725,0.9799,0.8356,0.8356,0.8356,9.3595,0.9789,0.3125,0.3125,0.3125,0.0874,0.3044,0.1993,0.6201,0.5124,0.1149,0.1662,2.0047,0.1953,0.3684,0.2205,0.41,0,0.9989,0.0362,0,0.5876,0.5876,0.316,3.9037,0.0938,0,0,1,0,0,1,0.2,3,9.82,0.82,36.23,13.65,86.84,0,0,0,0,94.27,56.74,10,93.79,89.52,42.5,98.88,16.1,9.4521,6.2,2.7,39.9,26.6012,2.3,7.4,13.5,17.7,11.3,0,0,0.5,33.1,8.6,8.5,10.6,9.7,0.5714,0.182,0.8794,0.3693,0.1297
24,"Maryland","MD",24003,"Anne Arundel County",24003980000,"Census Tract 9800; Anne Arundel County; Maryland",4.768694836536,5,3,0,13,0,13,0,13,0,13,0,26,1,3,0,13,1,4,0,13,0,13,0,18,0,52,2,4,0,18,0,13,0,18,0,13,5,3,-999,-999,-999,-999,-999,-999,20,59.8,-999,-999,20,74.9,0,100,-999,-999,-999,-999,0,100,40,76.3,-999,-999,-999,-999,-999,-999,-999,-999,100,0,-999,-999,-999,0.8395,-999,-999,-999,0.6892,0,-999,-999,0,-999,-999,0.573,0.573,0.573,-999,-999,-999,-999,0.9969,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,0,0,-999,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,5333,0,13,2,3,0,13,0,13,0,13,0,13,0,13,0,13,-999,-999,40,60,0,100,0,100,0,100,0,100,0,100,0,100,5669267,"Warehouse","27350 Mathison Way","Baltimore","Maryland","USA","27350 Mathison Way, Baltimore, Maryland 21240",39.171004,-76.67764,"A","Existing","KBWI","K","200,000","-","200,000","21240","Baltimore","2020",24003980000,24003980000,24,3,980000,"1400000US24003980000",24003980000,9800,"Anne Arundel","","Maryland","Census Tract 9800, Anne Arundel County, Maryland",6,5,9623,NA,NA,NA,NA,0.8187,0.7006,0.9224,0.8198,3.2615,0.919,0.9603,0.8447,0,0.7939,0,0,2.5989,0.9504,0.6084,NA,0.5348,NA,NA,0.6272,0.4239,0.9936,2.0447,0.9496,0.8987,0.8987,0.8987,NA,NA,0.5375,0.5375,0.5375,0,0.7373,NA,NA,NA,NA,NA,NA,NA,0.9931,0,0,0,0.9931,0.0357,NA,0.9975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,9.79,1,39.15,18.17,99.34,0,13.64,0,0,46.45,NA,8.67,66.08,36.03,100,99.98,33.3,0,16.7,NA,NA,NA,NA,NA,50,0,-666666666,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Maryland","MD",24005,"Baltimore County",24005411302,"Census Tract 4113.02; Baltimore County; Maryland",7.07460100028,4109,380,1449,121,1312,140,423,250,29,29,142,75,110,59,182,123,349,120,1222,208,133,72,38,40,60,68,1291,572,36,36,110,72,0,18,50,39,26,3,10.3,6,1.3,1.3,10.8,5.6,4.3,2.3,4.4,3,8.5,2.8,29.7,3.4,3.2,1.6,2.9,3,1.6,1.8,31.4,13.6,2.5,2.5,7.6,4.9,0,1.2,3.8,2.9,0.6,0,0.2401,0.0949,0.0655,0.2443,0.32,0.9648,0.0846,0.1208,0.8921,0.0124,0.2843,0.5494,1.859,0.1621,0.4833,0.4833,0.4833,0.421,0.7552,0,0.4271,0.6146,2.2179,0.4721,5.525,0.1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027,71,45,530,295,163,133,483,262,0,13,0,13,78,59,37,57,5.4,3.4,12.9,6.7,4,3.3,11.8,6.5,0,1,0,1,1.9,1.4,0.9,1.4,5997990,"Warehouse","5300 Nottingham Dr","Nottingham","Maryland","USA","5300 Nottingham Dr, Nottingham, Maryland 21236",39.3749,-76.446789,"I","Existing","MTN9","M","585,063","-","585,063","21236","Baltimore","2020",24005411302,24005411302,24,5,411302,"1400000US24005411302",24005411302,4113.02,"Baltimore","MD","Maryland","Census Tract 4113.02, Baltimore County, Maryland",3947,272,5052,0.9951,0.3516,0.9951,0.5143,0.9271,0.6105,0.7475,0.4549,2.74,0.7749,0,0.5154,0,0,0,0,0.5154,0.3307,0.5007,0.1819,0.6186,1.3012,0.2613,0.6636,0.5988,0,1.2624,0.6051,0.8676,0.8676,0.8676,6.6866,0.6669,0.5638,0.5638,0.5638,0.2164,0.369,0.7849,0.0127,0.2093,0.3364,0.2068,2.1355,0.2184,0.3335,0.7673,0.0484,0.562,1.7112,0.2601,0.7587,0.5876,1.3463,0.7965,5.7568,0.3282,0,0,0,0,0,0,0,5.33,9.46,0.63,30.03,0,16.94,0,0,0,0,80.19,30.28,7.67,75.88,73.56,0,99.84,35.7,16.2148,7.3,7.9,3.4,18.3305,4.9,8.5,12.9,26.2,5.2,1.8,8.1,0.5,30.6,9.1,6.8,12,9.4,0.4213,0.3108,0.516,0.3319,0.27
24,"Maryland","MD",24005,"Baltimore County",24005430200,"Census Tract 4302; Baltimore County; Maryland",0.64147951535,2962,485,1323,219,1269,216,454,150,135,116,267,134,442,203,215,167,610,251,515,153,665,244,28,42,51,63,1263,676,304,186,0,13,0,18,394,206,1,2,15.3,4.4,8.3,6,21,9.9,20.4,8.9,7.3,5.2,20.6,7.6,17.4,3.7,22.6,6.3,2.2,3.3,1.8,2.3,42.6,21.7,22.9,13.5,0,3,0,1.4,31,13.3,0,0.1,0.4027,0.7978,0.3846,0.8463,0.5315,2.9629,0.6476,0.7171,0.2506,0.9146,0.2111,0.572,2.6654,0.616,0.5978,0.5978,0.5978,0.8091,0,0,0.9493,0,1.7584,0.2838,7.9845,0.5548,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,4345,253,156,1064,577,92,90,63,92,0,13,0,13,44,61,0,13,19.9,11.4,35.9,16.7,3.1,2.9,2.1,3,0,1.3,0,1.3,1.5,2.1,0,1.3,4804450,"Warehouse","86 Alco Pl #98","Lansdowne","Maryland","USA","86 Alco Pl #98, Lansdowne, Maryland 21227",39.247844,-76.649459,"D","Existing","DBA1","D","42,000","-","42,000","21227","Baltimore","2016",24005430200,24005430200,24,5,430200,"1400000US24005430200",24005430200,4302,"Baltimore","MD","Maryland","Census Tract 4302, Baltimore County, Maryland",2795,281,3272,1.8746,0.7769,1.4746,0.8234,0.7884,0.7126,0.9284,0.6725,3.1019,0.8791,0,0.8577,0.9294,0,0,0,1.7871,0.8566,0.3853,0.7098,0.2404,1.3355,0.2905,0.7891,0.7666,0,1.5557,0.7805,0.8133,0.8133,0.8133,8.5935,0.9411,0.476,0.476,0.476,0.4122,0.7544,0.6286,0.583,0.7865,0.3195,0.6474,4.1316,0.6408,0.5077,0.487,0.73,0.7031,2.4278,0.8254,0,0,0,0,7.0354,0.5335,0,1,0,1,0,2,0.4,3,9.84,1.03,35.14,0,100,4.13,0,0,0,100,78.4,13.33,100,100,0,97.23,27.7,25.6887,17.4,5.9,37.2,37.5814,4.7,21,15.8,21.9,16.3,3.6,0,0,34.6,11.1,7.2,16.5,12.2,0.6552,0.8076,0.6113,0.6662,0.7587
24,"Maryland","MD",24005,"Baltimore County",24005430400,"Census Tract 4304; Baltimore County; Maryland",2.78018922732,4309,481,1830,257,1706,246,481,259,85,58,342,137,258,112,142,93,548,96,1000,204,331,122,72,50,139,117,1207,637,17,23,0,13,39,39,20,23,54,7,11.3,5.9,3.3,2.3,20,7.5,8.4,3.7,3.3,2.2,12.7,2.6,23.2,3.3,7.7,2.9,4.3,2.9,3.5,2.9,28,14.4,0.9,1.3,0,2.2,2.3,2.1,1.2,1.4,1.3,0.1,0.2735,0.338,0.3473,0.4909,0.2246,1.6743,0.259,0.3,0.6007,0.1584,0.4295,0.703,2.1916,0.3238,0.4427,0.4427,0.4427,0.3217,0,0.5693,0.1602,0.7228,1.774,0.2894,6.0826,0.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14663,94,77,366,163,399,326,338,246,0,13,0,13,103,73,1,3,5.5,4.3,8.5,3.8,9.3,7.2,7.8,5.6,0,0.9,0,0.9,2.4,1.7,0,0.1,3546253,"Warehouse","3510 Washington Blvd","Halethorpe","Maryland","USA","3510 Washington Blvd, Halethorpe, Maryland 21227",39.252043,-76.669795,"H","Existing","HBA2","H","23,502","-","23,502","21227","Baltimore","2021",24005430400,24005430400,24,5,430400,"1400000US24005430400",24005430400,4304,"Baltimore","MD","Maryland","Census Tract 4304, Baltimore County, Maryland",4196,349,17210,1.138,0.4345,1.138,0.6215,0.7884,0.7126,0.9302,0.703,3.1342,0.8885,0,0.8577,0.9358,0.8135,0,0,2.607,0.9516,0.4686,0.6949,0.2606,1.4241,0.3714,0.7891,0.7666,0,1.5557,0.7805,0.8132,0.8132,0.8132,9.5342,0.9837,0.3243,0.3243,0.3243,0.2554,0.298,0.4719,0.2689,0.3522,0.1632,0.1811,1.9907,0.1926,0.283,0.435,0.2211,0.399,1.3381,0.0901,0,0.8135,0.8135,0.4855,4.4666,0.1543,0,0,0,0,0,0,0,3,9.84,1.04,35.89,0,100,6.56,18.22,0,0,88.62,77.3,13.06,100,100,0,97.22,16.8,18.1058,6.1,4.6,19.3,22.1649,2.9,7.8,12,21.2,8.7,0.8,0,2.4,32.3,10,7.1,14.6,11.1,0.5238,0.5713,0.5871,0.5479,0.5724
24,"Maryland","MD",24005,"Baltimore County",24005492700,"Census Tract 4927; Baltimore County; Maryland",5.548522806628,3002,849,1669,277,1247,291,1053,470,92,76,684,291,206,140,425,330,429,143,570,269,484,172,47,51,0,52,2368,890,0,18,0,13,35,51,404,238,8,9,35.3,12.1,6.2,5,54.9,19.5,9.3,5.8,14.2,9,14.3,5.3,19,6.2,16.1,6,3.7,4,0,1.9,78.9,19.5,0,1.1,0,2.4,2.8,3,32.4,14.4,0.3,0.3,0.825,0.6579,0.9734,0.5369,0.8177,3.8109,0.8682,0.385,0.3356,0.7042,0.3689,0,1.7937,0.1385,0.8413,0.8413,0.8413,0,0,0.6221,0.9527,0.5038,2.0786,0.4111,8.5245,0.637,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4802,230,127,1800,652,352,357,9,14,0,13,0,13,207,210,0,13,18.4,9.5,60,13.5,11.7,10.4,0.3,0.5,0,1.3,0,1.3,6.9,6.9,0,1.3,2975280,"Warehouse","1700 Sparrows Point Blvd","Sparrow's Point, Dundalk","Maryland","USA","1700 Sparrows Point Blvd, Sparrow's Point, Dundalk, Maryland 21219",39.230175,-76.469069,"F","Existing","DCA1","D","855,000","1,541,859","2,396,859","21219","Baltimore","2018",24005492700,24005492600,24,5,492600,"1400000US24005492600",24005492600,4926,"Baltimore","MD","Maryland","Census Tract 4926, Baltimore County, Maryland",3605,291,3066,0.7061,0.1868,0.7061,0.2841,0.8536,0.6402,0.7215,0.5094,2.7247,0.7705,0,0,0,0,0,0,0,0,0.3853,0.5156,0.9003,1.8012,0.6874,0,0.1886,0,0.1886,0.0714,0.8401,0.8401,0.8401,5.5546,0.4133,0.5964,0.5964,0.5964,0.5607,0.1788,0.1726,0.699,0.6992,0.2234,0.074,2.6077,0.3102,0.2675,0.8931,0.0633,0.2502,1.4741,0.1338,0,0.8443,0.8443,0.5114,5.5225,0.2928,0,0,0,0,0,0,0,3.67,9.55,0.6,31.31,0,0,0,0,0,0,100,62.83,4.5,0,1.39,0,99.16,39.1,33.0357,4.1,2.5,46.5,33.3564,3.6,4.5,11.7,29.5,5.7,0.3,0,3,30.4,10,6.2,13.9,10.5,0.4098,0.5713,0.3868,0.4731,0.4916
24,"Maryland","MD",24005,"Baltimore County",24005492700,"Census Tract 4927; Baltimore County; Maryland",5.548522806628,3002,849,1669,277,1247,291,1053,470,92,76,684,291,206,140,425,330,429,143,570,269,484,172,47,51,0,52,2368,890,0,18,0,13,35,51,404,238,8,9,35.3,12.1,6.2,5,54.9,19.5,9.3,5.8,14.2,9,14.3,5.3,19,6.2,16.1,6,3.7,4,0,1.9,78.9,19.5,0,1.1,0,2.4,2.8,3,32.4,14.4,0.3,0.3,0.825,0.6579,0.9734,0.5369,0.8177,3.8109,0.8682,0.385,0.3356,0.7042,0.3689,0,1.7937,0.1385,0.8413,0.8413,0.8413,0,0,0.6221,0.9527,0.5038,2.0786,0.4111,8.5245,0.637,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4802,230,127,1800,652,352,357,9,14,0,13,0,13,207,210,0,13,18.4,9.5,60,13.5,11.7,10.4,0.3,0.5,0,1.3,0,1.3,6.9,6.9,0,1.3,4338627,"Warehouse","6001 Bethlehem Blvd","Sparrow's Point, Edgemere","Maryland","USA","6001 Bethlehem Blvd, Sparrow's Point, Edgemere, Maryland 21219-2504",39.233768,-76.491038,"F","Existing","DCA6","D","979,200","400,000","1,379,200","21219-2504","Baltimore","2020",24005492700,24005492600,24,5,492600,"1400000US24005492600",24005492600,4926,"Baltimore","MD","Maryland","Census Tract 4926, Baltimore County, Maryland",3605,291,3066,0.7061,0.1868,0.7061,0.2841,0.8536,0.6402,0.7215,0.5094,2.7247,0.7705,0,0,0,0,0,0,0,0,0.3853,0.5156,0.9003,1.8012,0.6874,0,0.1886,0,0.1886,0.0714,0.8401,0.8401,0.8401,5.5546,0.4133,0.5964,0.5964,0.5964,0.5607,0.1788,0.1726,0.699,0.6992,0.2234,0.074,2.6077,0.3102,0.2675,0.8931,0.0633,0.2502,1.4741,0.1338,0,0.8443,0.8443,0.5114,5.5225,0.2928,0,0,0,0,0,0,0,3.67,9.55,0.6,31.31,0,0,0,0,0,0,100,62.83,4.5,0,1.39,0,99.16,39.1,33.0357,4.1,2.5,46.5,33.3564,3.6,4.5,11.7,29.5,5.7,0.3,0,3,30.4,10,6.2,13.9,10.5,0.4098,0.5713,0.3868,0.4731,0.4916
